Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
6,4,20-11-2014,5616,652,1,0,0,0
7,4,20-11-2014,7272,834,1,0,0,0
8,4,20-11-2014,5759,796,1,0,0,0
9,4,20-11-2014,5561,520,1,0,0,0
10,4,20-11-2014,4753,567,1,0,0,0
11,4,20-11-2014,7396,1106,1,0,0,0
12,4,20-11-2014,6108,815,1,0,0,0
14,4,20-11-2014,4838,592,1,0,0,0
15,4,20-11-2014,5497,606,1,0,0,0
16,4,20-11-2014,7058,864,1,0,0,0
17,4,20-11-2014,5570,718,1,0,0,0
18,4,20-11-2014,5538,657,1,0,0,0
19,4,20-11-2014,5968,609,1,0,0,0
21,4,20-11-2014,3286,367,1,0,0,0
23,4,20-11-2014,3976,381,1,0,0,0
24,4,20-11-2014,6976,704,1,0,0,0
25,4,20-11-2014,9763,1423,1,0,0,0
1,3,19-11-2014,3894,494,1,0,0,0
2,3,19-11-2014,5091,674,1,0,0,0
3,3,19-11-2014,5490,684,1,0,0,0
4,3,19-11-2014,7898,1161,1,0,0,0
5,3,19-11-2014,0,0,0,0,a,0
6,3,19-11-2014,0,0,0,0,a,0
7,3,19-11-2014,7300,822,1,0,0,0
8,3,19-11-2014,5376,684,1,0,0,0
9,3,19-11-2014,6112,584,1,0,0,0
10,3,19-11-2014,5340,625,1,0,0,0
11,3,19-11-2014,7829,1120,1,0,0,0
12,3,19-11-2014,6055,840,1,0,0,0
14,3,19-11-2014,4777,600,1,0,0,0
15,3,19-11-2014,5544,578,1,0,0,0
16,3,19-11-2014,6997,855,1,0,0,0
17,3,19-11-2014,5367,767,1,0,0,0
18,3,19-11-2014,7132,739,1,0,0,0
19,3,19-11-2014,5930,613,1,0,0,0
21,3,19-11-2014,3477,401,1,0,0,0
23,3,19-11-2014,3598,362,1,0,0,0
24,3,19-11-2014,7509,751,1,0,0,0
25,3,19-11-2014,8793,1345,1,0,0,0
1,2,18-11-2014,3890,529,1,0,0,0
2,2,18-11-2014,3468,411,1,0,0,0
3,2,18-11-2014,5195,659,1,0,0,0
4,2,18-11-2014,8331,1155,1,0,0,0
5,2,18-11-2014,4530,586,1,0,0,0
6,2,18-11-2014,4747,605,1,0,0,0
7,2,18-11-2014,8339,946,1,0,0,0
8,2,18-11-2014,5834,766,1,0,0,0
9,2,18-11-2014,6167,579,1,0,0,0
10,2,18-11-2014,5290,630,1,0,0,0
11,2,18-11-2014,6829,1000,1,0,0,0
12,2,18-11-2014,6416,828,1,0,0,0
14,2,18-11-2014,4688,579,1,0,0,0
15,2,18-11-2014,5248,548,1,0,0,0
16,2,18-11-2014,6908,844,1,0,0,0
17,2,18-11-2014,4992,695,1,0,0,0
18,2,18-11-2014,5604,614,1,0,0,0
19,2,18-11-2014,5640,592,1,0,0,0
21,2,18-11-2014,4132,398,1,0,0,0
23,2,18-11-2014,3091,307,1,0,0,0
24,2,18-11-2014,7153,698,1,0,0,0
25,2,18-11-2014,8741,1444,1,0,0,0
1,1,17-11-2014,3582,491,1,0,0,0
2,1,17-11-2014,4157,552,1,0,0,0
3,1,17-11-2014,5935,718,1,0,0,0
4,1,17-11-2014,9376,1299,1,0,0,0
5,1,17-11-2014,4564,594,1,0,0,0
6,1,17-11-2014,5220,613,1,0,0,0
7,1,17-11-2014,8561,958,1,0,0,0
8,1,17-11-2014,6416,812,1,0,0,0
9,1,17-11-2014,6184,616,1,0,0,0
10,1,17-11-2014,5346,613,1,0,0,0
11,1,17-11-2014,7171,1130,1,0,0,0
12,1,17-11-2014,6870,924,1,0,0,0
14,1,17-11-2014,6045,719,1,0,0,0
15,1,17-11-2014,5298,612,1,0,0,0
16,1,17-11-2014,7647,919,1,0,0,0
17,1,17-11-2014,6160,807,1,0,0,0
18,1,17-11-2014,5922,721,1,0,0,0
19,1,17-11-2014,6336,691,1,0,0,0
21,1,17-11-2014,3301,400,1,0,0,0
23,1,17-11-2014,3980,370,1,0,0,0
24,1,17-11-2014,8110,769,1,0,0,0
25,1,17-11-2014,10238,1587,1,0,0,0
1,7,16-11-2014,0,0,0,0,0,0
2,7,16-11-2014,0,0,0,0,0,0
3,7,16-11-2014,0,0,0,0,0,0
4,7,16-11-2014,0,0,0,0,0,0
5,7,16-11-2014,0,0,0,0,0,0
6,7,16-11-2014,0,0,0,0,0,0
7,7,16-11-2014,0,0,0,0,0,0
8,7,16-11-2014,0,0,0,0,0,0
9,7,16-11-2014,0,0,0,0,0,0
10,7,16-11-2014,0,0,0,0,0,0
11,7,16-11-2014,0,0,0,0,0,0
12,7,16-11-2014,0,0,0,0,0,0
14,7,16-11-2014,0,0,0,0,0,0
15,7,16-11-2014,0,0,0,0,0,0
16,7,16-11-2014,0,0,0,0,0,0
17,7,16-11-2014,0,0,0,0,0,0
18,7,16-11-2014,0,0,0,0,0,0
19,7,16-11-2014,0,0,0,0,0,0
21,7,16-11-2014,0,0,0,0,0,0
23,7,16-11-2014,0,0,0,0,0,0
24,7,16-11-2014,0,0,0,0,0,0
25,7,16-11-2014,0,0,0,0,0,0
1,6,15-11-2014,4967,614,1,0,0,0
2,6,15-11-2014,2979,373,1,0,0,0
3,6,15-11-2014,4397,515,1,0,0,0
4,6,15-11-2014,11185,1512,1,0,0,0
5,6,15-11-2014,2146,259,1,0,0,0
6,6,15-11-2014,3460,442,1,0,0,0
7,6,15-11-2014,6225,650,1,0,0,0
8,6,15-11-2014,3583,445,1,0,0,0
9,6,15-11-2014,6430,570,1,0,0,0
10,6,15-11-2014,4895,542,1,0,0,0
11,6,15-11-2014,6696,873,1,0,0,0
12,6,15-11-2014,7340,831,1,0,0,0
14,6,15-11-2014,3533,426,1,0,0,0
15,6,15-11-2014,5487,604,1,0,0,0
16,6,15-11-2014,6345,618,1,0,0,0
17,6,15-11-2014,3346,405,1,0,0,0
18,6,15-11-2014,5134,520,1,0,0,0
19,6,15-11-2014,4318,408,1,0,0,0
21,6,15-11-2014,5919,543,1,0,0,0
23,6,15-11-2014,5252,467,1,0,0,0
24,6,15-11-2014,7211,713,1,0,0,0
25,6,15-11-2014,8265,1287,1,0,0,0
1,5,14-11-2014,5334,603,1,1,0,0
2,5,14-11-2014,4655,560,1,1,0,0
3,5,14-11-2014,7836,778,1,1,0,0
4,5,14-11-2014,9790,1337,1,1,0,0
5,5,14-11-2014,5199,568,1,1,0,0
6,5,14-11-2014,5662,673,1,1,0,0
7,5,14-11-2014,9936,1022,1,1,0,0
8,5,14-11-2014,5749,724,1,1,0,0
9,5,14-11-2014,8325,660,1,1,0,0
10,5,14-11-2014,6239,635,1,1,0,0
11,5,14-11-2014,8002,1180,1,1,0,0
12,5,14-11-2014,7711,906,1,1,0,0
14,5,14-11-2014,5778,690,1,1,0,0
15,5,14-11-2014,6538,668,1,1,0,0
16,5,14-11-2014,9035,973,1,1,0,0
17,5,14-11-2014,7595,877,1,1,0,0
18,5,14-11-2014,7366,786,1,1,0,0
19,5,14-11-2014,7266,704,1,1,0,0
21,5,14-11-2014,6138,560,1,1,0,0
23,5,14-11-2014,6547,562,1,1,0,0
24,5,14-11-2014,10284,888,1,1,0,0
25,5,14-11-2014,10877,1536,1,1,0,0
1,4,13-11-2014,3869,471,1,1,0,0
2,4,13-11-2014,5009,624,1,1,0,0
3,4,13-11-2014,7560,800,1,1,0,0
4,4,13-11-2014,10102,1355,1,1,0,0
5,4,13-11-2014,5013,576,1,1,0,0
6,4,13-11-2014,5424,623,1,1,0,0
7,4,13-11-2014,7935,880,1,1,0,0
8,4,13-11-2014,7844,954,1,1,0,0
9,4,13-11-2014,7101,625,1,1,0,0
10,4,13-11-2014,5766,609,1,1,0,0
11,4,13-11-2014,7930,1137,1,1,0,0
12,4,13-11-2014,8051,909,1,1,0,0
14,4,13-11-2014,5680,660,1,1,0,0
15,4,13-11-2014,6939,646,1,1,0,0
16,4,13-11-2014,8364,947,1,1,0,0
17,4,13-11-2014,7378,847,1,1,0,0
18,4,13-11-2014,6983,737,1,1,0,0
19,4,13-11-2014,6438,663,1,1,0,0
21,4,13-11-2014,5531,524,1,1,0,0
23,4,13-11-2014,5669,513,1,1,0,0
24,4,13-11-2014,10251,886,1,1,0,0
25,4,13-11-2014,11968,1660,1,1,0,0
1,3,12-11-2014,4677,533,1,1,0,0
2,3,12-11-2014,6818,776,1,1,0,0
3,3,12-11-2014,7839,809,1,1,0,0
4,3,12-11-2014,9340,1306,1,1,0,0
5,3,12-11-2014,5903,711,1,1,0,0
6,3,12-11-2014,5621,619,1,1,0,0
7,3,12-11-2014,8169,857,1,1,0,0
8,3,12-11-2014,7146,773,1,1,0,0
9,3,12-11-2014,6758,587,1,1,0,0
10,3,12-11-2014,6226,639,1,1,0,0
11,3,12-11-2014,9164,1267,1,1,0,0
12,3,12-11-2014,8323,903,1,1,0,0
14,3,12-11-2014,6161,647,1,1,0,0
15,3,12-11-2014,6155,602,1,1,0,0
16,3,12-11-2014,7888,891,1,1,0,0
17,3,12-11-2014,7933,869,1,1,0,0
18,3,12-11-2014,6981,795,1,1,0,0
19,3,12-11-2014,6561,661,1,1,0,0
21,3,12-11-2014,5168,463,1,1,0,0
23,3,12-11-2014,5451,493,1,1,0,0
24,3,12-11-2014,9819,884,1,1,0,0
25,3,12-11-2014,10584,1547,1,1,0,0
1,2,11-11-2014,4479,555,1,1,0,0
2,2,11-11-2014,5651,601,1,1,0,0
3,2,11-11-2014,8708,879,1,1,0,0
4,2,11-11-2014,8794,1296,1,1,0,0
5,2,11-11-2014,5736,623,1,1,0,0
6,2,11-11-2014,6272,658,1,1,0,0
7,2,11-11-2014,9776,1048,1,1,0,0
8,2,11-11-2014,7782,875,1,1,0,0
9,2,11-11-2014,7003,603,1,1,0,0
10,2,11-11-2014,7009,670,1,1,0,0
11,2,11-11-2014,8761,1194,1,1,0,0
12,2,11-11-2014,8735,967,1,1,0,0
14,2,11-11-2014,6262,703,1,1,0,0
15,2,11-11-2014,7587,674,1,1,0,0
16,2,11-11-2014,9677,1031,1,1,0,0
17,2,11-11-2014,8297,984,1,1,0,0
18,2,11-11-2014,6846,715,1,1,0,0
19,2,11-11-2014,7700,750,1,1,0,0
21,2,11-11-2014,6949,546,1,1,0,0
23,2,11-11-2014,5728,502,1,1,0,0
24,2,11-11-2014,10221,866,1,1,0,0
25,2,11-11-2014,11152,1627,1,1,0,0
1,1,10-11-2014,5474,578,1,1,0,0
2,1,10-11-2014,6423,690,1,1,0,0
3,1,10-11-2014,8533,831,1,1,0,0
4,1,10-11-2014,10593,1442,1,1,0,0
5,1,10-11-2014,6540,689,1,1,0,0
6,1,10-11-2014,6107,677,1,1,0,0
7,1,10-11-2014,10223,1011,1,1,0,0
8,1,10-11-2014,8504,913,1,1,0,0
9,1,10-11-2014,9128,736,1,1,0,0
10,1,10-11-2014,6811,713,1,1,0,0
11,1,10-11-2014,8219,1141,1,1,0,0
12,1,10-11-2014,9042,983,1,1,0,0
14,1,10-11-2014,7571,827,1,1,0,0
15,1,10-11-2014,8386,748,1,1,0,0
16,1,10-11-2014,9619,1045,1,1,0,0
17,1,10-11-2014,8794,1003,1,1,0,0
18,1,10-11-2014,8239,825,1,1,0,0
19,1,10-11-2014,9106,868,1,1,0,0
21,1,10-11-2014,6137,542,1,1,0,0
23,1,10-11-2014,6925,589,1,1,0,0
24,1,10-11-2014,11374,957,1,1,0,0
25,1,10-11-2014,13007,1830,1,1,0,0
1,7,09-11-2014,0,0,0,0,0,0
2,7,09-11-2014,0,0,0,0,0,0
3,7,09-11-2014,0,0,0,0,0,0
4,7,09-11-2014,0,0,0,0,0,0
5,7,09-11-2014,0,0,0,0,0,0
6,7,09-11-2014,0,0,0,0,0,0
7,7,09-11-2014,0,0,0,0,0,0
8,7,09-11-2014,0,0,0,0,0,0
9,7,09-11-2014,0,0,0,0,0,0
10,7,09-11-2014,0,0,0,0,0,0
11,7,09-11-2014,0,0,0,0,0,0
12,7,09-11-2014,0,0,0,0,0,0
14,7,09-11-2014,0,0,0,0,0,0
15,7,09-11-2014,0,0,0,0,0,0
16,7,09-11-2014,0,0,0,0,0,0
17,7,09-11-2014,0,0,0,0,0,0
18,7,09-11-2014,0,0,0,0,0,0
19,7,09-11-2014,0,0,0,0,0,0
21,7,09-11-2014,0,0,0,0,0,0
23,7,09-11-2014,0,0,0,0,0,0
24,7,09-11-2014,0,0,0,0,0,0
25,7,09-11-2014,0,0,0,0,0,0
1,6,08-11-2014,4720,546,1,0,0,0
2,6,08-11-2014,3311,368,1,0,0,0
3,6,08-11-2014,4055,477,1,0,0,0
4,6,08-11-2014,10208,1409,1,0,0,0
5,6,08-11-2014,2280,244,1,0,0,0
6,6,08-11-2014,3750,399,1,0,0,0
7,6,08-11-2014,6506,709,1,0,0,0
8,6,08-11-2014,3274,445,1,0,0,0
9,6,08-11-2014,7459,633,1,0,0,0
10,6,08-11-2014,5561,533,1,0,0,0
11,6,08-11-2014,7141,965,1,0,0,0
12,6,08-11-2014,7384,873,1,0,0,0
14,6,08-11-2014,3894,457,1,0,0,0
15,6,08-11-2014,5973,639,1,0,0,0
16,6,08-11-2014,6579,614,1,0,0,0
17,6,08-11-2014,3122,450,1,0,0,0
18,6,08-11-2014,4842,524,1,0,0,0
19,6,08-11-2014,4602,441,1,0,0,0
21,6,08-11-2014,6008,540,1,0,0,0
23,6,08-11-2014,4607,432,1,0,0,0
24,6,08-11-2014,7484,736,1,0,0,0
25,6,08-11-2014,9362,1359,1,0,0,0
1,5,07-11-2014,5220,582,1,1,0,0
2,5,07-11-2014,5445,590,1,1,0,0
3,5,07-11-2014,8091,840,1,1,0,0
4,5,07-11-2014,11209,1458,1,1,0,0
5,5,07-11-2014,5284,592,1,1,0,0
6,5,07-11-2014,5642,612,1,1,0,0
7,5,07-11-2014,10087,1023,1,1,0,0
8,5,07-11-2014,7069,811,1,1,0,0
9,5,07-11-2014,7416,652,1,1,0,0
10,5,07-11-2014,6498,630,1,1,0,1
11,5,07-11-2014,9024,1217,1,1,0,0
12,5,07-11-2014,8891,984,1,1,0,0
14,5,07-11-2014,6399,724,1,1,0,0
15,5,07-11-2014,7990,770,1,1,0,0
16,5,07-11-2014,9271,988,1,1,0,0
17,5,07-11-2014,7695,932,1,1,0,0
18,5,07-11-2014,9268,879,1,1,0,0
19,5,07-11-2014,8357,732,1,1,0,0
21,5,07-11-2014,7079,594,1,1,0,0
23,5,07-11-2014,6444,552,1,1,0,0
24,5,07-11-2014,10695,898,1,1,0,0
25,5,07-11-2014,11756,1657,1,1,0,0
1,4,06-11-2014,4785,527,1,1,0,0
2,4,06-11-2014,6307,630,1,1,0,0
3,4,06-11-2014,8072,832,1,1,0,0
4,4,06-11-2014,9461,1329,1,1,0,0
5,4,06-11-2014,5264,540,1,1,0,0
6,4,06-11-2014,5599,597,1,1,0,0
7,4,06-11-2014,9743,1068,1,1,0,0
8,4,06-11-2014,7378,935,1,1,0,0
9,4,06-11-2014,7437,667,1,1,0,0
10,4,06-11-2014,5907,591,1,1,0,1
11,4,06-11-2014,8944,1170,1,1,0,0
12,4,06-11-2014,8948,978,1,1,0,0
14,4,06-11-2014,6469,724,1,1,0,0
15,4,06-11-2014,7758,716,1,1,0,0
16,4,06-11-2014,9363,1004,1,1,0,0
17,4,06-11-2014,8243,940,1,1,0,0
18,4,06-11-2014,7576,764,1,1,0,0
19,4,06-11-2014,8291,692,1,1,0,0
21,4,06-11-2014,7108,619,1,1,0,0
23,4,06-11-2014,6688,566,1,1,0,0
24,4,06-11-2014,9869,864,1,1,0,0
25,4,06-11-2014,12480,1721,1,1,0,0
1,3,05-11-2014,4838,539,1,1,0,0
2,3,05-11-2014,7142,797,1,1,0,0
3,3,05-11-2014,9172,892,1,1,0,0
4,3,05-11-2014,11232,1426,1,1,0,0
5,3,05-11-2014,5913,674,1,1,0,0
6,3,05-11-2014,6742,694,1,1,0,0
7,3,05-11-2014,8842,868,1,1,0,0
8,3,05-11-2014,6603,756,1,1,0,0
9,3,05-11-2014,8249,700,1,1,0,0
10,3,05-11-2014,4965,550,1,1,0,1
11,3,05-11-2014,8358,1139,1,1,0,0
12,3,05-11-2014,9417,889,1,1,0,0
14,3,05-11-2014,6623,709,1,1,0,0
15,3,05-11-2014,7455,686,1,1,0,0
16,3,05-11-2014,7956,841,1,1,0,0
17,3,05-11-2014,8062,873,1,1,0,0
18,3,05-11-2014,8749,831,1,1,0,0
19,3,05-11-2014,8335,735,1,1,0,0
21,3,05-11-2014,5652,491,1,1,0,0
23,3,05-11-2014,6452,514,1,1,0,0
24,3,05-11-2014,11034,968,1,1,0,0
25,3,05-11-2014,12259,1697,1,1,0,0
1,2,04-11-2014,5253,586,1,1,0,0
2,2,04-11-2014,7015,724,1,1,0,0
3,2,04-11-2014,9863,940,1,1,0,0
4,2,04-11-2014,11285,1533,1,1,0,0
5,2,04-11-2014,6836,708,1,1,0,0
6,2,04-11-2014,6367,711,1,1,0,0
7,2,04-11-2014,11121,1097,1,1,0,0
8,2,04-11-2014,7805,880,1,1,0,0
9,2,04-11-2014,8544,695,1,1,0,0
10,2,04-11-2014,6331,610,1,1,0,1
11,2,04-11-2014,9089,1193,1,1,0,0
12,2,04-11-2014,9382,1009,1,1,0,0
14,2,04-11-2014,7047,711,1,1,0,0
15,2,04-11-2014,8729,770,1,1,0,0
16,2,04-11-2014,11329,1142,1,1,0,0
17,2,04-11-2014,10200,1113,1,1,0,0
18,2,04-11-2014,8559,827,1,1,0,0
19,2,04-11-2014,9458,824,1,1,0,0
21,2,04-11-2014,9313,686,1,1,0,0
23,2,04-11-2014,7044,572,1,1,0,0
24,2,04-11-2014,11989,984,1,1,0,0
25,2,04-11-2014,13133,1831,1,1,0,0
1,1,03-11-2014,5857,625,1,1,0,0
2,1,03-11-2014,7549,783,1,1,0,0
3,1,03-11-2014,10855,1005,1,1,0,0
4,1,03-11-2014,13095,1656,1,1,0,0
5,1,03-11-2014,8274,792,1,1,0,0
6,1,03-11-2014,7869,819,1,1,0,0
7,1,03-11-2014,12623,1220,1,1,0,0
8,1,03-11-2014,9844,1019,1,1,0,0
9,1,03-11-2014,11562,894,1,1,0,0
10,1,03-11-2014,7438,709,1,1,0,1
11,1,03-11-2014,10344,1329,1,1,0,0
12,1,03-11-2014,11373,1172,1,1,0,0
14,1,03-11-2014,7753,834,1,1,0,0
15,1,03-11-2014,8696,798,1,1,0,0
16,1,03-11-2014,12427,1204,1,1,0,0
17,1,03-11-2014,12062,1232,1,1,0,0
18,1,03-11-2014,10101,958,1,1,0,0
19,1,03-11-2014,12214,968,1,1,0,0
21,1,03-11-2014,9777,748,1,1,0,0
23,1,03-11-2014,10067,745,1,1,0,0
24,1,03-11-2014,15372,1243,1,1,0,0
25,1,03-11-2014,16941,2101,1,1,0,0
1,7,02-11-2014,0,0,0,0,0,0
2,7,02-11-2014,0,0,0,0,0,0
3,7,02-11-2014,0,0,0,0,0,0
4,7,02-11-2014,0,0,0,0,0,0
5,7,02-11-2014,0,0,0,0,0,0
6,7,02-11-2014,0,0,0,0,0,0
7,7,02-11-2014,0,0,0,0,0,0
8,7,02-11-2014,0,0,0,0,0,0
9,7,02-11-2014,0,0,0,0,0,0
10,7,02-11-2014,0,0,0,0,0,0
11,7,02-11-2014,0,0,0,0,0,0
12,7,02-11-2014,0,0,0,0,0,0
14,7,02-11-2014,0,0,0,0,0,0
15,7,02-11-2014,0,0,0,0,0,0
16,7,02-11-2014,0,0,0,0,0,0
17,7,02-11-2014,0,0,0,0,0,0
18,7,02-11-2014,0,0,0,0,0,0
19,7,02-11-2014,0,0,0,0,0,0
21,7,02-11-2014,0,0,0,0,0,0
23,7,02-11-2014,0,0,0,0,0,0
24,7,02-11-2014,0,0,0,0,0,0
25,7,02-11-2014,0,0,0,0,0,0
1,6,01-11-2014,6532,731,1,0,0,0
2,6,01-11-2014,3305,448,1,0,0,0
3,6,01-11-2014,0,0,0,0,a,0
4,6,01-11-2014,10834,1467,1,0,0,0
5,6,01-11-2014,2817,314,1,0,0,0
6,6,01-11-2014,3899,448,1,0,0,0
7,6,01-11-2014,6093,656,1,0,0,0
8,6,01-11-2014,3903,491,1,0,0,0
9,6,01-11-2014,0,0,0,0,a,0
10,6,01-11-2014,4349,475,1,0,0,0
11,6,01-11-2014,7025,957,1,0,0,0
12,6,01-11-2014,6871,876,1,0,0,0
14,6,01-11-2014,0,0,0,0,a,0
15,6,01-11-2014,5868,645,1,0,0,0
16,6,01-11-2014,0,0,0,0,a,0
17,6,01-11-2014,4348,572,1,0,0,0
18,6,01-11-2014,6145,660,1,0,0,0
19,6,01-11-2014,0,0,0,0,a,0
21,6,01-11-2014,0,0,0,0,a,0
23,6,01-11-2014,0,0,0,0,a,0
24,6,01-11-2014,0,0,0,0,a,0
25,6,01-11-2014,0,0,0,0,a,0
1,5,31-10-2014,4161,512,1,0,0,1
2,5,31-10-2014,0,0,0,0,a,0
3,5,31-10-2014,6788,823,1,0,0,0
4,5,31-10-2014,9839,1453,1,0,0,1
5,5,31-10-2014,0,0,0,0,a,1
6,5,31-10-2014,0,0,0,0,a,1
7,5,31-10-2014,10213,1111,1,0,0,0
8,5,31-10-2014,6223,780,1,0,0,0
9,5,31-10-2014,8383,763,1,0,0,0
10,5,31-10-2014,5597,553,1,0,0,1
11,5,31-10-2014,8357,1172,1,0,0,0
12,5,31-10-2014,7461,940,1,0,0,0
14,5,31-10-2014,7017,855,1,0,0,0
15,5,31-10-2014,6718,706,1,0,0,0
16,5,31-10-2014,8969,1031,1,0,0,0
17,5,31-10-2014,0,0,0,0,a,0
18,5,31-10-2014,0,0,0,0,a,0
19,5,31-10-2014,7822,862,1,0,0,0
21,5,31-10-2014,6233,662,1,0,0,0
23,5,31-10-2014,5864,591,1,0,0,1
24,5,31-10-2014,11551,1094,1,0,0,0
25,5,31-10-2014,14107,1924,1,0,0,0
1,4,30-10-2014,4042,492,1,0,0,1
2,4,30-10-2014,5394,653,1,0,0,0
3,4,30-10-2014,5357,711,1,0,0,0
4,4,30-10-2014,9677,1337,1,0,0,1
5,4,30-10-2014,5141,633,1,0,0,1
6,4,30-10-2014,5656,660,1,0,0,1
7,4,30-10-2014,8530,967,1,0,0,0
8,4,30-10-2014,6677,838,1,0,0,0
9,4,30-10-2014,6034,597,1,0,0,0
10,4,30-10-2014,5090,560,1,0,0,1
11,4,30-10-2014,7323,1043,1,0,0,0
12,4,30-10-2014,6674,874,1,0,0,0
14,4,30-10-2014,5111,654,1,0,0,0
15,4,30-10-2014,6355,649,1,0,0,0
16,4,30-10-2014,7122,847,1,0,0,1
17,4,30-10-2014,6849,912,1,0,0,0
18,4,30-10-2014,8910,927,1,0,0,0
19,4,30-10-2014,7651,716,1,0,0,0
21,4,30-10-2014,4784,442,1,0,0,1
23,4,30-10-2014,5440,485,1,0,0,1
24,4,30-10-2014,9403,821,1,0,0,0
25,4,30-10-2014,11556,1663,1,0,0,0
1,3,29-10-2014,3761,449,1,0,0,1
2,3,29-10-2014,4986,668,1,0,0,0
3,3,29-10-2014,4716,597,1,0,0,0
4,3,29-10-2014,7810,1144,1,0,0,1
5,3,29-10-2014,3944,546,1,0,0,1
6,3,29-10-2014,4411,554,1,0,0,1
7,3,29-10-2014,6747,729,1,0,0,0
8,3,29-10-2014,5042,612,1,0,0,0
9,3,29-10-2014,5615,513,1,0,0,0
10,3,29-10-2014,4402,493,1,0,0,1
11,3,29-10-2014,7136,1054,1,0,0,0
12,3,29-10-2014,6156,778,1,0,0,0
14,3,29-10-2014,4409,549,1,0,0,0
15,3,29-10-2014,5538,578,1,0,0,0
16,3,29-10-2014,7011,839,1,0,0,1
17,3,29-10-2014,5394,755,1,0,0,0
18,3,29-10-2014,6084,732,1,0,0,0
19,3,29-10-2014,5179,576,1,0,0,0
21,3,29-10-2014,3179,348,1,0,0,1
23,3,29-10-2014,3838,404,1,0,0,1
24,3,29-10-2014,7726,721,1,0,0,0
25,3,29-10-2014,8312,1275,1,0,0,0
1,2,28-10-2014,3364,439,1,0,0,1
2,2,28-10-2014,3849,523,1,0,0,0
3,2,28-10-2014,4745,636,1,0,0,0
4,2,28-10-2014,7543,1134,1,0,0,1
5,2,28-10-2014,3504,458,1,0,0,1
6,2,28-10-2014,4225,517,1,0,0,1
7,2,28-10-2014,7681,897,1,0,0,0
8,2,28-10-2014,5477,717,1,0,0,0
9,2,28-10-2014,5272,533,1,0,0,0
10,2,28-10-2014,4910,528,1,0,0,1
11,2,28-10-2014,6191,995,1,0,0,0
12,2,28-10-2014,6506,826,1,0,0,0
14,2,28-10-2014,4548,598,1,0,0,0
15,2,28-10-2014,4989,538,1,0,0,0
16,2,28-10-2014,7421,880,1,0,0,1
17,2,28-10-2014,5598,783,1,0,0,0
18,2,28-10-2014,5613,617,1,0,0,0
19,2,28-10-2014,5577,587,1,0,0,0
21,2,28-10-2014,4019,394,1,0,0,1
23,2,28-10-2014,3559,362,1,0,0,1
24,2,28-10-2014,6531,673,1,0,0,0
25,2,28-10-2014,9082,1430,1,0,0,0
1,1,27-10-2014,4260,475,1,0,0,1
2,1,27-10-2014,4296,573,1,0,0,0
3,1,27-10-2014,4848,684,1,0,0,0
4,1,27-10-2014,9172,1286,1,0,0,1
5,1,27-10-2014,3687,491,1,0,0,1
6,1,27-10-2014,4200,551,1,0,0,1
7,1,27-10-2014,7226,942,1,0,0,0
8,1,27-10-2014,5067,740,1,0,0,0
9,1,27-10-2014,5824,606,1,0,0,0
10,1,27-10-2014,4800,584,1,0,0,1
11,1,27-10-2014,6332,1017,1,0,0,0
12,1,27-10-2014,7311,896,1,0,0,0
14,1,27-10-2014,5093,704,1,0,0,0
15,1,27-10-2014,5669,616,1,0,0,0
16,1,27-10-2014,8066,898,1,0,0,1
17,1,27-10-2014,5109,778,1,0,0,0
18,1,27-10-2014,6195,716,1,0,0,0
19,1,27-10-2014,5093,592,1,0,0,0
21,1,27-10-2014,3844,415,1,0,0,1
23,1,27-10-2014,3687,378,1,0,0,1
24,1,27-10-2014,7927,762,1,0,0,0
25,1,27-10-2014,9500,1467,1,0,0,0
1,7,26-10-2014,0,0,0,0,0,1
2,7,26-10-2014,0,0,0,0,0,0
3,7,26-10-2014,0,0,0,0,0,0
4,7,26-10-2014,0,0,0,0,0,0
5,7,26-10-2014,0,0,0,0,0,0
6,7,26-10-2014,0,0,0,0,0,0
7,7,26-10-2014,0,0,0,0,0,0
8,7,26-10-2014,0,0,0,0,0,0
9,7,26-10-2014,0,0,0,0,0,0
10,7,26-10-2014,0,0,0,0,0,0
11,7,26-10-2014,0,0,0,0,0,0
12,7,26-10-2014,0,0,0,0,0,0
14,7,26-10-2014,0,0,0,0,0,0
15,7,26-10-2014,0,0,0,0,0,0
16,7,26-10-2014,0,0,0,0,0,0
17,7,26-10-2014,0,0,0,0,0,0
18,7,26-10-2014,0,0,0,0,0,0
19,7,26-10-2014,0,0,0,0,0,0
21,7,26-10-2014,0,0,0,0,0,0
23,7,26-10-2014,0,0,0,0,0,0
24,7,26-10-2014,0,0,0,0,0,0
25,7,26-10-2014,0,0,0,0,0,0
1,6,25-10-2014,4596,539,1,0,0,1
2,6,25-10-2014,2542,331,1,0,0,0
3,6,25-10-2014,3266,421,1,0,0,0
4,6,25-10-2014,9414,1329,1,0,0,0
5,6,25-10-2014,1697,205,1,0,0,0
6,6,25-10-2014,2861,346,1,0,0,0
7,6,25-10-2014,5106,525,1,0,0,0
8,6,25-10-2014,3128,443,1,0,0,0
9,6,25-10-2014,5969,541,1,0,0,0
10,6,25-10-2014,5062,512,1,0,0,0
11,6,25-10-2014,4909,689,1,0,0,0
12,6,25-10-2014,6150,743,1,0,0,0
14,6,25-10-2014,3413,383,1,0,0,0
15,6,25-10-2014,4421,567,1,0,0,0
16,6,25-10-2014,5039,544,1,0,0,0
